patient_notes,reasoning,label
"Ms. Bell, 50, is experiencing hot flashes, significant mood swings, and persistent fatigue, which she attributes to menopause. She's also gained about 10 pounds in the last six months, despite no major dietary changes. What she can't explain is her constant thirst and needing to use the bathroom much more frequently than before.","While hot flashes, mood swings, and fatigue are common menopausal symptoms, the additional and significant symptoms of constant thirst (polydipsia), frequent urination (polyuria), and unexplained weight gain are strong indicators of Type 2 Diabetes. These diabetic symptoms can overlap with and exacerbate menopausal discomforts, making diagnosis tricky.",Diabetes
"88yo male reports gradually progressive, painless vision loss in both eyes over many years, which his current glasses no longer help. He says his vision just seems 'dim' and he has trouble seeing fine details. He had a severe head injury many decades ago.","Gradually progressive, painless, bilateral vision loss, described as dimness or difficulty with fine details, especially with a history of past trauma or other neurological insult, can be indicative of optic atrophy, where the optic nerve fibers have degenerated.",Eye Condition
"A 30-year-old female, 34 weeks pregnant, has started experiencing new headaches, blurry vision, and significant swelling in her hands and face. Her blood pressure at her last prenatal visit was 148/98 mmHg. She is concerned about these new symptoms.","New onset hypertension in the latter half of pregnancy, accompanied by symptoms such as headaches, visual disturbances, and edema, are highly suspicious for pre-eclampsia, a serious cardiovascular complication of pregnancy.",Cardiovascular
"52yo female reports her eyes feel constantly dry and gritty, and she's noticed they appear to be 'bulging' more than usual. She also experiences double vision, especially when looking sideways. She's been diagnosed with an overactive thyroid gland recently.","Exophthalmos (bulging eyes), dry eyes, double vision, and gritty sensation in a patient with a known thyroid disorder (hyperthyroidism/Graves' disease) are classic symptoms of Thyroid Eye Disease (Graves' Ophthalmopathy), an autoimmune condition affecting the orbital tissues. The eye symptoms are the primary complaint.",Eye Condition
"Mother brings in her 5yo daughter, concerned that one of her eyes sometimes turns inward, especially when she's tired. She also mentions her daughter seems to favor her right eye and sometimes struggles with depth perception. The pediatrician suggested an eye exam.","Intermittent eye turning (strabismus) and favoring one eye, leading to potential depth perception issues, are strong indicators of amblyopia (lazy eye) developing due to the brain suppressing vision from the misaligned eye. This is a developmental eye condition.",Eye Condition
"45-year-old female complaining of a persistent cough for the past three weeks, following a cold. The cough is productive, bringing up yellow-green phlegm, and she feels a tightness in her chest. She denies fever but feels generally run down and tired from the constant coughing.","A cough lasting several weeks post-viral infection, especially with productive yellow-green sputum and chest tightness, is highly suggestive of acute bronchitis, which is an inflammation of the bronchial tubes.",COPD/Respiratory
"Ms. Garcia, 45, is concerned because she's lost 10 pounds in the last two months without trying, despite feeling constantly hungry and eating more. She's utterly exhausted all the time and has a persistent dry mouth, no matter how much water she drinks. She thought maybe it was stress, but the weight loss is worrying her.","While unexplained weight loss with increased hunger is often associated with Type 1 Diabetes, it can also occur in Type 2 Diabetes when insulin production becomes significantly impaired. Extreme fatigue and a persistent dry mouth (xerostomia) due to dehydration from polyuria (even if not explicitly stated as frequent urination, the dry mouth implies it) further support a diagnosis of Diabetes.",Diabetes
"40-year-old female complaining of a chronic cough, particularly worse at night, which sometimes wakes her up. She occasionally describes a burning sensation in her chest after eating spicy foods. Importantly, she also notes occasional wheezing, especially after vigorous laughter or when exposed to cold air.","Chronic cough and chest burning can suggest GERD. However, the presence of 'occasional wheezing, especially after vigorous laughter or cold air,' points strongly towards a component of asthma or reactive airway disease, which can sometimes be exacerbated by reflux but is primarily a respiratory condition.",COPD/Respiratory
"32-year-old female complains of persistent fatigue and stiffness in her hands, wrists, and feet, especially in the mornings, lasting for over an hour. She says several small joints on both sides of her body are swollen and tender, making it hard to grip things or walk comfortably. She's also noticed some unexplained weight loss over the past few months.","Symmetric polyarticular joint involvement (hands, wrists, feet), prolonged morning stiffness, fatigue, and systemic symptoms like weight loss are characteristic features of rheumatoid arthritis, an autoimmune inflammatory arthritis.",Arthritis
"62-year-old female reports sudden onset of warmth, redness, and swelling in her right elbow, accompanied by a fever of 101.5°F and chills. The pain is intense, making it impossible to move her arm. She denies any recent injury but does have a history of diabetes.","Acute monoarticular arthritis (single joint involvement) with significant inflammation (warmth, redness, swelling), fever, and chills are red flags for septic arthritis, an infectious form of arthritis. Her diabetes history increases her risk of infection.",Arthritis
"A 25-year-old female has been feeling very tired, with generalized body aches and low-grade fevers for several months. She recently noticed that the pulse in her left arm feels much weaker than her right, and her arms sometimes feel cold. Blood pressure readings are significantly different between her two arms.","Systemic inflammatory symptoms (fatigue, aches, fevers) combined with differential blood pressure readings and diminished pulses in the arms of a young woman are characteristic findings of Takayasu arteritis, a rare form of vasculitis affecting large arteries, including the aorta and its branches.",Cardiovascular
"10-year-old male whose parents are concerned about his frequent coughing spells. They primarily occur at night, waking him up, and also after he plays sports. His parents report hearing a 'whistling' sound in his chest sometimes, especially when he's active or sick. He doesn't have a fever.","Recurrent coughing spells, particularly nocturnal and exercise-induced, along with wheezing, are classic symptoms of pediatric asthma, a common chronic respiratory condition in children.",COPD/Respiratory
"75-year-old female complains of sudden, severe pain and stiffness in her shoulders and hips that developed quite rapidly over a few weeks, making it very difficult to lift her arms or stand up from a seated position. She also reports feeling very tired and generally unwell, with some unintentional weight loss. Her blood tests show elevated inflammatory markers.","Acute onset of bilateral shoulder and hip girdle pain and stiffness, morning stiffness, constitutional symptoms (fatigue, weight loss), and elevated inflammatory markers in an older patient are highly suggestive of Polymyalgia Rheumatica (PMR), an inflammatory condition often associated with giant cell arteritis, which is a rheumatic disease.",Arthritis
"28yo female reports sudden, painful vision loss in her left eye that worsened over a few days. She describes the pain as being worse with eye movement. She also mentions a history of 'tingling' sensations in her hands and occasional balance issues in the past, which resolved on their own.","Acute, painful monocular vision loss, especially with pain exacerbated by eye movement, suggests optic neuritis. The history of neurological symptoms (tingling, balance issues) raises concern for demyelinating disease like Multiple Sclerosis, where optic neuritis is a common initial presentation. The primary complaint is the eye condition.",Eye Condition
"A 74-year-old female has been experiencing increasing shortness of breath over the past few weeks, especially when she lies down flat. She reports waking up gasping for air at night and has noticed her ankles are significantly swollen by the end of the day. She also mentions feeling unusually tired and weak.","Progressive dyspnea, orthopnea, paroxysmal nocturnal dyspnea (waking up gasping), and peripheral edema are hallmark symptoms of congestive heart failure, indicating the heart's inability to pump blood effectively.",Cardiovascular
"65-year-old female complains of a dull, aching pain in her neck and upper back that seems to radiate into her shoulders. She finds it difficult to turn her head fully and often feels a 'catch' when she moves. She's also noticed some numbness and tingling in her right arm and hand, especially at night. Her past medical history includes hypertension.","Chronic neck and upper back pain with stiffness, limited range of motion, and radiating pain/numbness/tingling (radiculopathy) are indicative of degenerative changes (osteoarthritis) in the cervical and thoracic spine, leading to nerve impingement. The hypertension is a comorbidity but not directly related to the joint symptoms. This is a hard negative as it mimics purely neurological or muscular issues.",Arthritis
"A 35-year-old male had an unexplained fainting spell (syncope) while he was resting quietly at home. He has no prior history of heart problems, but he mentions that a cousin died suddenly at a young age. He feels fine now but is very concerned about the fainting episode.","Unexplained syncope, particularly at rest, and a family history of sudden cardiac death in a young individual are red flags for inherited cardiac channelopathies, such as Brugada syndrome, which can cause life-threatening arrhythmias.",Cardiovascular
"Mr. Johnson, a 55-year-old male, reports feeling constantly tired for the past few months, even after a full night's sleep. He mentions an insatiable thirst, leading him to drink water excessively, and consequently, he's up several times during the night to use the bathroom. He's also noticed a slow but steady weight gain, despite no major changes in his diet.","The classic triad of polyuria (frequent urination), polydipsia (increased thirst), and fatigue, combined with gradual weight gain in a middle-aged patient, strongly suggests Type 2 Diabetes. Further investigation with blood glucose levels is warranted.",Diabetes
"22yo female presents with red, watery eyes for the past two days. She says her eyes feel gritty and itchy, and there's a clear, thin discharge. Her roommate recently had a 'cold' and similar eye symptoms.","Redness, watery discharge, gritty feeling, itching, and recent exposure to someone with similar symptoms or a cold are highly indicative of viral conjunctivitis, often highly contagious.",Eye Condition
"35yo female, a graphic designer, complains of tired, aching eyes, headaches, and occasional blurred vision, especially after long periods of screen time. She finds herself squinting frequently. She says these symptoms usually improve after a break from work.","Eye fatigue, headaches, and temporary blurred vision, particularly linked to prolonged close-up work or screen use, are classic symptoms of eye strain, often due to uncorrected refractive error or overuse of eye muscles.",Eye Condition
"30-year-old male complaining of a persistent dry cough for over two months. It's particularly worse at night, sometimes keeping him awake, and also gets worse with exercise. He denies any history of smoking, significant allergies, or recent illness. He's otherwise healthy but very bothered by the cough.","A persistent dry cough lasting over two months, especially if nocturnal and exercise-induced, without other obvious causes like smoking or infection, is indicative of chronic cough, often due to asthma, post-nasal drip, or GERD, with asthma being a strong consideration given the exercise trigger.",COPD/Respiratory
"42-year-old male presenting with intermittent chest tightness and difficulty swallowing, sometimes feeling like food gets stuck. He's also noticed a persistent, dry cough, particularly at night, and occasionally feels a slight wheeze after intense exercise. He's worried it might be his heart.","Intermittent chest tightness and dysphagia can suggest esophageal issues like spasm. However, the 'persistent, dry cough, particularly at night' and 'occasionally feels a slight wheeze after intense exercise' are strong indicators for asthma (possibly nocturnal or exercise-induced asthma), which can contribute to or mimic some chest symptoms and therefore falls under the respiratory category.",COPD/Respiratory
"45yo male, who works long hours on a computer, complains of persistent dryness, burning, and a 'sandy' sensation in both eyes, especially by the end of the day. He often feels like he needs to blink constantly. He's tried over-the-counter drops but they only offer temporary relief.","Chronic dryness, burning, gritty sensation, and eye fatigue, particularly with prolonged screen use, are classic symptoms of dry eye syndrome, resulting from insufficient or poor-quality tear production.",Eye Condition
"50yo male woke up this morning to find a bright red patch on the white part of his left eye. He denies any pain, vision changes, or discharge. He says he had a strong coughing fit yesterday. He's otherwise healthy but a bit worried about the appearance.","A sudden, painless, bright red patch on the white of the eye, often following straining (like coughing or sneezing), with no vision changes or discharge, is characteristic of a subconjunctival hemorrhage, a benign bleed under the conjunctiva.",Eye Condition
"32-year-old female presents reporting severe, throbbing pain on one side of her head, which started this morning. She describes seeing zig-zag lines and flashing lights for about 20 minutes before the headache began. The pain is made worse by light and sound, and she feels quite nauseous, almost throwing up.","The patient's symptoms – unilateral throbbing headache preceded by visual aura (zig-zag lines, flashing lights), photophobia, phonophobia, and nausea – are classic diagnostic criteria for a migraine with aura, a primary neurological headache disorder.",Neurological
"Mrs. Patel, 58, describes a persistent tingling sensation and burning pain in her feet, especially at night, making it hard to sleep. She's finding it harder to walk long distances due to the discomfort. Her feet also seem unusually dry and cracked. She has a history of high blood pressure and is overweight, but hasn't had any recent blood tests.","Burning pain and tingling in a 'stocking' distribution are classic symptoms of diabetic neuropathy. Dry, cracked skin can also be a complication. Given her age, history of hypertension, and being overweight, these symptoms strongly point towards undiagnosed or poorly controlled Type 2 Diabetes affecting nerve function and skin integrity.",Diabetes
"72-year-old male, a former athlete, presents with chronic pain and stiffness in both hips, making it hard to get out of bed in the mornings or climb stairs. He describes a dull ache that worsens with activity and cold weather. He's also noticed he's been moving slower and feels his balance isn't as good as it used to be. He has a history of mild hypertension.","Chronic, activity-related hip pain and stiffness, morning stiffness, and functional decline in an older individual with a history of joint stress (athlete) are highly indicative of osteoarthritis of the hips. Hypertension is a common comorbidity, but the central issue is joint degeneration.",Arthritis
"60yo female presents with sudden, severe eye pain, blurred vision, seeing 'halos' around lights, and nausea/vomiting. Her left eye is very red and feels hard to the touch. She says she felt fine just a few hours ago.","Sudden onset of severe unilateral eye pain, blurred vision, halos around lights, nausea/vomiting, and a red, hard eye are classic signs of acute angle-closure glaucoma, a medical emergency caused by a rapid increase in intraocular pressure.",Eye Condition
"Mr. Jones, 60, is here for a routine annual check-up. He reports feeling generally well and has no specific complaints. He is overweight, and his father had Type 2 Diabetes. He states he occasionally feels a bit more tired than he used to, but attributes it to age. He's not noticed any changes in thirst or urination.","While Mr. Jones is largely asymptomatic, his age, being overweight, and a strong family history of Type 2 Diabetes put him at high risk. The subtle fatigue could be an early, non-specific symptom. This scenario highlights the importance of screening for Diabetes in high-risk individuals, as T2D can be silent for years.",Diabetes
"A 28-year-old male was brought to the ER with sudden, severe chest pain that started shortly after he used recreational drugs. He is very agitated, sweaty, and his heart rate is significantly elevated. He admits to using cocaine a short while ago.","Acute onset of severe chest pain and tachycardia following stimulant drug use, such as cocaine, is highly suggestive of cocaine-induced coronary vasospasm or acute myocardial infarction, both critical cardiovascular emergencies.",Cardiovascular
"72yo male, a retired farmer who spent many years outdoors, has a fleshy, triangular growth on the white part of his eye, extending towards his pupil. He says it's slowly gotten bigger and sometimes makes his eye feel irritated and red. He's concerned it might affect his vision.","A triangular, fleshy growth on the conjunctiva, often on the nasal side, extending towards the cornea, particularly in individuals with significant sun exposure, is characteristic of a pterygium. Irritation and potential vision obstruction are common symptoms.",Eye Condition
"79-year-old male complains of severe, burning pain on the right side of his chest, which has been constant for the past three months. He describes it as an intense, electrical pain that shoots through the skin. He had a severe case of shingles in that exact area about four months ago, and the rash has long since healed, but the pain persists.","The presence of persistent, severe neuropathic pain (burning, electrical) in the distribution of a dermatome, following a prior herpes zoster (shingles) infection, is characteristic of Post-Herpetic Neuralgia, a chronic pain condition caused by nerve damage from the virus.",Neurological
"54-year-old female complains of increased anxiety, a constant feeling of being 'shaky inside', and a fine tremor in her hands that she's noticed recently. She's also had trouble sleeping and feels her heart racing sometimes. She attributes it to stress, but the shakiness is distinct from her usual anxiety and seems to be getting worse, making it hard to hold small objects.","While anxiety and palpitations can suggest cardiac or thyroid issues, the specific complaint of an 'internal tremor' and a visible fine hand tremor, especially when performing tasks, suggests an underlying neurological movement disorder like an essential tremor, or potentially early Parkinsonism, rather than purely psychiatric anxiety. A neurological assessment is needed to differentiate.",Neurological
"Ms. Rodriguez, 40, reports feeling 'foggy' sometimes, struggling to concentrate at work, and just generally tired even after good sleep. She's noticed she's craving sugary snacks more than usual. Her mother has Type 2 Diabetes, and Ms. Rodriguez is worried she might be heading down the same path, though she doesn't have the classic thirst or urination issues yet.","While these symptoms can be non-specific, intermittent fatigue, cognitive fogginess, and increased sugar cravings, especially with a strong family history of Type 2 Diabetes, are often early, subtle indicators of insulin resistance or prediabetes. These warrant screening for elevated blood glucose levels to intervene early.",Diabetes
"12-year-old female whose parents are concerned about a lingering cough she's had for four weeks after a cold. The cough is mostly dry but sometimes sounds 'barky,' especially at night. She has no fever, no other symptoms, and is otherwise acting normally. It just won't go away.","A lingering cough lasting several weeks post-viral infection, particularly if dry and 'barky,' without other symptoms, is characteristic of a post-viral cough or post-infectious cough, which is a common respiratory sequela.",COPD/Respiratory
"58yo male has chronic redness, itching, and irritation along the edges of his eyelids for several months. He often wakes up with crusty eyelids and feels like his eyes are constantly tired. He's noticed some of his eyelashes falling out.","Chronic inflammation of the eyelid margins, characterized by redness, itching, crusting, and eyelash loss, is consistent with blepharitis, often caused by bacterial overgrowth or oil gland dysfunction.",Eye Condition
"14-year-old male comes in with his mother after hitting his head playing soccer yesterday. He reports a constant dull headache, feels a bit dizzy and 'foggy' in his head, and finds bright lights and loud noises really bothersome. He says he just wants to sleep and feels 'slow' when trying to think or respond.","Following a head injury, the constellation of headache, dizziness, cognitive slowing ('foggy'), and sensitivity to light and sound are classic symptoms of a concussion, which is a mild form of traumatic brain injury (TBI).",Neurological
"35-year-old female reports swelling and pain in her hands, particularly her knuckles and wrists, that is worse in the mornings and improves somewhat throughout the day. She also mentions feeling very tired and having dry eyes and mouth, as well as some numbness and tingling in her fingers. She's concerned because her mother had 'rheumatism'.","Symmetric polyarthritis with significant morning stiffness, fatigue, dry eyes/mouth (sicca symptoms, suggestive of Sjogren's overlap), and a family history of 'rheumatism' (often a lay term for RA) points strongly to rheumatoid arthritis. The numbness/ tingling could be carpal tunnel syndrome, a common RA complication.",Arthritis
"A 62-year-old male came in complaining of a crushing pain in his chest that started about an hour ago while he was watching TV. He says the pain radiates down his left arm and up into his jaw. He's also feeling really nauseous and sweaty, stating he feels like he's having the worst indigestion of his life.","The patient's symptoms, including crushing chest pain radiating to the left arm and jaw, nausea, and diaphoresis, are classic indicators of an acute myocardial infarction (heart attack). The sudden onset and severity are highly concerning for a cardiovascular event requiring immediate attention.",Cardiovascular
"68-year-old male presents with his wife, who is concerned about his recent changes. She's noticed a subtle tremor in his left hand, especially when he's resting. He's also become much slower in his movements, taking tiny, shuffling steps, and his facial expressions seem 'frozen' or less animated. He sometimes struggles to get out of a chair.","The presence of a resting tremor, bradykinesia (slowness of movement), shuffling gait, and masked facies are classic cardinal signs of Parkinson's Disease, a progressive neurodegenerative disorder affecting motor control.",Neurological
"Ms. Chen, 32 years old and 28 weeks pregnant, is here primarily for extreme fatigue, which she attributes to her pregnancy. She also mentions occasional blurry vision, especially after reading, and has been going to the bathroom much more often, though she thought that was normal for this stage. She's also had some mild, persistent nausea, which she thought was late-pregnancy discomfort.","While fatigue and frequent urination are common in pregnancy, persistent blurry vision and significant fatigue at 28 weeks gestation, especially with mild nausea, are red flags. These symptoms, particularly the vision changes, warrant immediate screening for Gestational Diabetes, as they can indicate elevated blood glucose levels impacting various systems.",Diabetes
"Maria, 17, is significantly overweight and has noticed dark, velvety patches developing on the back of her neck and under her arms. She's been feeling very tired lately, always thirsty, and needing to use the bathroom much more often, which is embarrassing at school. Her mother has Type 2 Diabetes.","Acanthosis nigricans (dark skin patches) in an overweight adolescent, combined with classic symptoms of polyuria, polydipsia, and fatigue, are strong indicators of Type 2 Diabetes, particularly given her family history. This represents the increasing prevalence of T2D in younger populations due to obesity.",Diabetes
"62yo male reports a sudden onset of 'floaters' and flashes of light in his right eye, followed by a 'curtain' or 'shadow' moving across his vision. He describes it as if someone pulled a shade down. He denies any pain but is very alarmed.","Sudden increase in floaters and flashes, followed by a dark curtain or shadow obscuring vision, are hallmark symptoms of a retinal detachment, a medical emergency requiring immediate attention.",Eye Condition
"A 48-year-old female has been feeling generally unwell for the past month, with low-grade fevers, chills, and unexplained fatigue. Recently, she's developed new onset of shortness of breath and noticed her feet are swelling. She has a known history of intravenous drug use.","The combination of persistent fever, constitutional symptoms (chills, fatigue), new heart failure signs (dyspnea, edema), and a risk factor like IV drug use are highly suggestive of infective endocarditis, an infection of the heart's inner lining, usually involving valves.",Cardiovascular
"A 48-year-old female's blood pressure has become extremely difficult to control recently, despite being on three different medications. Her doctor also mentioned some issues with her kidney function on her last lab tests. She denies any specific symptoms other than feeling generally unwell.","New onset or resistant hypertension, particularly when accompanied by signs of renal dysfunction, should prompt investigation for secondary causes like renovascular hypertension, where narrowing of the renal arteries leads to high blood pressure.",Cardiovascular
"59-year-old male here for a routine check-up. He manages his COPD with daily inhalers and generally feels stable, although he still gets short of breath walking up hills. He has an occasional cough with clear phlegm, especially in the mornings, but it's not significantly worse than his baseline. He's trying to stay active.","A patient with a known diagnosis of COPD, who is generally stable on his medications but still experiences exertional dyspnea and occasional cough with phlegm, indicates well-managed but chronic COPD. This is a stable state of a chronic respiratory condition.",COPD/Respiratory
"48yo female reports a sudden onset of eye pain, redness, light sensitivity, and blurred vision in her left eye. She describes the pain as a deep ache. She has a history of an autoimmune condition (rheumatoid arthritis) but hasn't had any eye issues before.","Acute onset of eye pain, redness, photophobia, and blurred vision, especially in a patient with a known autoimmune condition, are characteristic symptoms of uveitis, an inflammation of the middle layer of the eye.",Eye Condition
"52-year-old male presenting with localized chest wall pain, particularly when pressing on his ribs, and exacerbated by twisting his torso. He also has a lingering cough from a recent viral infection, producing small amounts of clear mucus, which makes his chest wall pain worse with each cough. He's concerned about his heart.","Localized chest wall pain worsened by palpation and movement points to a musculoskeletal origin (e.g., costochondritis or intercostal muscle strain). However, the 'lingering cough from a recent viral infection, producing small amounts of clear mucus' indicates an ongoing post-viral bronchitis, which, while not the primary cause of the pain, is a significant co-occurring respiratory condition and can exacerbate the chest wall discomfort.",COPD/Respiratory
"33-year-old male reports feeling generally unwell for several months, with intermittent low-grade fevers, extreme fatigue, and muscle weakness. He also has migratory joint pain and swelling, affecting his knees, ankles, and wrists at different times, often accompanied by a fleeting skin rash. He's had a few fainting spells and his heart rate seems irregular at times.","Migratory polyarthritis, fatigue, fever, rash, and systemic symptoms like muscle weakness and potential cardiac involvement (fainting, irregular heart rate) are highly concerning for Systemic Lupus Erythematosus (SLE), an autoimmune disease with prominent arthritic manifestations. The cardiac symptoms make this a hard negative, mimicking cardiovascular issues.",Arthritis
"A 55-year-old female arrived at urgent care with a sudden, severe headache, blurry vision, and feeling very anxious and nauseous. Her blood pressure was immediately checked and found to be 195/115 mmHg. She denies any prior history of hypertension but hasn't had a check-up in years.","Acute onset of severe hypertension (BP >180/120 mmHg) accompanied by symptoms indicating acute organ damage, such as severe headache and blurry vision, signifies a hypertensive crisis, a cardiovascular emergency.",Cardiovascular
